150
160
71
95
71
159
71
71
159
71
159
168
135
127
150
150
71
135
95
43
95
159
159
87
71
71
71
71
168
159
71
71
159
74
71
95
71
71
159
160
159
150
150
150
168
163
159
168
40
43
71
160
87
150
87
40
135
71
71
87
159
159
71
159
135
71
150
159
150
95
159
87
71
71
159
71
71
159
118
71
71
104
71
159
95
168
159
95
159
163
163
40
135
135
71
71
95
95
150
71
